roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,far_mean,far_std,n_folds,dataset,detector,fs_hz,label
0.6848863947791284,0.06615844765139017,0.8868768796880524,0.03410441415943426,0.41853218532359104,0.06381032740156571,0.10875816993464053,0.08766165504542989,5,mafaulda,ocsvm,1000.0,horizontal_misalignment
0.914589768295289,0.026369169257454174,0.9836901353055044,0.009409589304701975,0.9052552113109756,0.02592158839971888,0.10875816993464053,0.08766165504542989,5,mafaulda,ocsvm,1000.0,imbalance
0.9944840405297922,0.006493363115341242,0.9976874362879011,0.002719966087863129,0.9785183203373391,0.014042227992675585,0.10875816993464053,0.08766165504542989,5,mafaulda,ocsvm,1000.0,overhang_ball_fault
0.9291953527010893,0.02599178925717381,0.9748456790135723,0.017589827098575542,0.9081153222659314,0.0058212435329314275,0.10875816993464053,0.08766165504542989,5,mafaulda,ocsvm,1000.0,overhang_cage_fault
0.9539545901756794,0.029632689912507334,0.9862141807637279,0.01025066557767042,0.9412164598090224,0.0255918307874042,0.10875816993464053,0.08766165504542989,5,mafaulda,ocsvm,1000.0,overhang_outer_race
0.9403866933770413,0.02599291885500522,0.9791467469906724,0.011724391990102077,0.8881450445634437,0.02540553719892512,0.10875816993464053,0.08766165504542989,5,mafaulda,ocsvm,1000.0,underhang_ball_fault
0.915855757414672,0.034015391099417584,0.96896540516432,0.015458780721174138,0.8266083026579649,0.03385196142886537,0.10875816993464053,0.08766165504542989,5,mafaulda,ocsvm,1000.0,underhang_cage_fault
0.9109084286131577,0.03570097357601466,0.9666328024603461,0.02312250699209156,0.8324698665848163,0.04217543634750394,0.10875816993464053,0.08766165504542989,5,mafaulda,ocsvm,1000.0,underhang_outer_race
0.7899643684753447,0.054551335408976116,0.9509900669294794,0.019774774163835118,0.6321086352695355,0.0851098658718239,0.10875816993464053,0.08766165504542989,5,mafaulda,ocsvm,1000.0,vertical_misalignment
0.5550359723577716,0.08615368858226527,0.8288749554459935,0.039735778973259715,0.08060687937055404,0.04001004369786198,0.021045751633986927,0.019511747092334945,5,mafaulda,mahalanobis,480.0,horizontal_misalignment
0.8546133354060845,0.04821918808486865,0.9668813121716987,0.01791934273954671,0.10372488082482256,0.02092102614624414,0.021045751633986927,0.019511747092334945,5,mafaulda,mahalanobis,480.0,imbalance
0.9439252403939061,0.02801427933783407,0.9784797467839159,0.0104440361249141,0.6923834404433992,0.11353647783349056,0.021045751633986927,0.019511747092334945,5,mafaulda,mahalanobis,480.0,overhang_ball_fault
0.837270537702153,0.07079835703681855,0.9402612494535555,0.034492074763997384,0.10430937539244897,0.025612901076848205,0.021045751633986927,0.019511747092334945,5,mafaulda,mahalanobis,480.0,overhang_cage_fault
0.9063281274353938,0.06089465480074882,0.9681651057913692,0.020361165833951814,0.34776833440645394,0.07429643462840643,0.021045751633986927,0.019511747092334945,5,mafaulda,mahalanobis,480.0,overhang_outer_race
